Date,open,close,high,low,volumn,price_change,day
2015-11-03,276.25,274,284.85,272.15,4770000,0.0214,2015-11-03
2015-11-04,281.6,277.45,283.5,275.1,1850000,0.0194,2015-11-04
2015-11-05,277,280.95,281.4,276,785960,-0.0163,2015-11-05
2015-11-06,271.05,279,279,270,521580,-0.0215,2015-11-06
2015-11-09,273.9,266.5,276,253.6,603100,0.0105,2015-11-09
2015-11-10,269.8,276.1,280.5,267.8,564760,-0.015,2015-11-10
2015-11-11,273.55,273.9,275.6,273,89580,0.0139,2015-11-11
2015-11-13,265.8,271.5,271.95,263.5,264880,-0.0283,2015-11-13
2015-11-16,268.05,266,274.7,260.05,534430,0.0085,2015-11-16
2015-11-17,265.55,270.1,274.4,264.55,354950,-0.0093,2015-11-17
2015-11-18,261.3,265.9,267.7,260.25,236270,-0.016,2015-11-18
2015-11-19,260.55,263,263.75,259.25,269160,-0.0029,2015-11-19
2015-11-20,259.15,261.6,266,258.5,252000,-0.0054,2015-11-20
2015-11-23,264.85,260,267.5,257.5,413190,0.022,2015-11-23
2015-11-24,266.4,265.8,270,262.05,298580,0.0059,2015-11-24
2015-11-26,266.3,268.4,269.4,264,172030,-0.0004,2015-11-26
2015-11-27,258.25,267,267.05,257.15,644850,-0.0302,2015-11-27
2015-11-30,255.35,259.8,261.75,254,447110,-0.0112,2015-11-30
2015-12-01,257.75,255.75,264.4,255.5,578650,0.0094,2015-12-01
2015-12-02,257.5,258.5,262,256.25,195140,-0.001,2015-12-02
2015-12-03,261.85,258.4,264.9,257.5,426130,0.0169,2015-12-03
2015-12-04,254.8,260.1,261.35,253.2,192550,-0.0269,2015-12-04
2015-12-07,253.25,256.7,258.85,252.5,112650,-0.0061,2015-12-07
2015-12-08,257.25,257,267.5,255,1240000,0.0158,2015-12-08
2015-12-09,252.95,257.45,261.4,252,260920,-0.0167,2015-12-09
2015-12-10,255.85,254.7,257.9,253,158430,0.0115,2015-12-10
2015-12-11,257.05,255.5,260,254.65,202080,0.0047,2015-12-11
2015-12-14,253.7,256.5,256.5,253.05,100570,-0.013,2015-12-14
2015-12-15,272.8,252.5,275,252.5,1540000,0.0753,2015-12-15
2015-12-16,270.25,275,278.4,269.85,377780,-0.0093,2015-12-16
2015-12-17,283.3,271.95,284.9,270.5,1220000,0.0483,2015-12-17
2015-12-18,285.65,281.9,290,281.15,998750,0.0083,2015-12-18
2015-12-21,285.2,284.5,288.4,281.55,243330,-0.0016,2015-12-21
2015-12-22,282.85,285.7,287.55,282,197450,-0.0082,2015-12-22
2015-12-23,276.3,283.1,285.2,275.1,199790,-0.0232,2015-12-23
2015-12-24,279.2,276.6,283.5,275,183810,0.0105,2015-12-24
2015-12-28,275.9,280,280.9,275,135550,-0.0118,2015-12-28
2015-12-29,284.95,276.2,286.75,276,385290,0.0328,2015-12-29
2015-12-30,284.7,284.1,297.35,280,869770,-0.0009,2015-12-30
2015-12-31,283.75,282,286.9,281.8,179010,-0.0033,2015-12-31
2016-01-01,288.05,284.4,291.2,283.3,215730,0.0152,2016-01-01
2016-01-04,280.45,287.8,288,277.65,162530,-0.0264,2016-01-04
2016-01-05,282.45,282,288,278.1,173480,0.0071,2016-01-05
2016-01-06,274.3,282.55,286,272.2,206550,-0.0289,2016-01-06
2016-01-07,269.85,270.1,273.8,267.1,187070,-0.0162,2016-01-07
2016-01-08,273,272.3,279,267.45,271410,0.0117,2016-01-08
2016-01-11,267.75,269.95,273,267,121690,-0.0192,2016-01-11
2016-01-12,265.8,268.05,271.95,264.1,113800,-0.0073,2016-01-12
2016-01-13,259.55,268.4,269,256.5,209650,-0.0235,2016-01-13
2016-01-14,255.6,256.8,260.1,254,110290,-0.0152,2016-01-14
2016-01-15,253.75,257.95,261.85,252.1,134160,-0.0072,2016-01-15
2016-01-18,243.5,251,251.85,242.05,120840,-0.0404,2016-01-18
2016-01-19,243.8,237.2,249.2,237.2,108270,0.0012,2016-01-19
2016-01-20,243.65,241.8,245.55,239.05,190500,-0.0006,2016-01-20
2016-01-21,246.35,243.85,248.35,241.55,414910,0.0111,2016-01-21
2016-01-22,250.3,248.1,254.9,247,156260,0.016,2016-01-22
2016-01-25,248.65,251.1,254.2,242.5,49560,-0.0066,2016-01-25
2016-01-27,247.55,248.95,250.95,245.15,60760,-0.0044,2016-01-27
2016-01-28,252.8,248,254.5,244,318560,0.0212,2016-01-28
2016-01-29,263.3,251.95,267,249,1050000,0.0415,2016-01-29
2016-02-01,259.9,263.1,265,258.1,131640,-0.0129,2016-02-01
2016-02-02,250.55,259.15,259.55,248.2,132350,-0.036,2016-02-02
2016-02-03,246.05,247.1,250.45,242.5,96560,-0.018,2016-02-03
2016-02-04,244.95,246.85,249.8,243.2,50560,-0.0045,2016-02-04
2016-02-05,246.2,241,250.5,241,154640,0.0051,2016-02-05
2016-02-08,245.8,247,248.75,243.8,37500,-0.0016,2016-02-08
2016-02-09,243.25,244.7,246.5,241.1,38520,-0.0104,2016-02-09
2016-02-10,242.5,244.05,244.45,240,101450,-0.0031,2016-02-10
2016-02-11,225.2,242.5,243.9,223,163110,-0.0713,2016-02-11
2016-02-12,222.45,229.65,230,220.1,236650,-0.0122,2016-02-12
2016-02-15,224.75,225,230,224.1,166780,0.0103,2016-02-15
2016-02-16,225.15,225.3,228.8,223,174120,0.0018,2016-02-16
2016-02-17,228,227,238.4,221.15,239980,0.0127,2016-02-17
2016-02-18,225.15,230.8,230.8,221.1,126560,-0.0125,2016-02-18
2016-02-19,225.85,227.8,230,224.3,138100,0.0031,2016-02-19
2016-02-22,225.15,229.9,229.9,225,89710,-0.0031,2016-02-22
2016-02-23,225,225.05,226.9,223.9,95410,-0.0007,2016-02-23
2016-02-24,225.1,221.85,226.9,221.85,64570,0.0004,2016-02-24
2016-02-25,225.3,225.2,226.85,222.1,42550,0.0009,2016-02-25
2016-02-26,225.1,226.7,228.85,224,89130,-0.0009,2016-02-26
2016-02-29,222.05,225.2,226,218.7,142080,-0.0135,2016-02-29
2016-03-01,225.05,226.5,226.5,223.1,62890,0.0135,2016-03-01
2016-03-02,228.55,227.5,237.5,226.5,67410,0.0156,2016-03-02
2016-03-03,232.2,228.7,237.15,227.95,66790,0.016,2016-03-03
2016-03-04,237.05,231.15,240,231.1,82270,0.0209,2016-03-04
2016-03-08,234.25,234.15,239.8,233,103640,-0.0118,2016-03-08
2016-03-09,231.05,236.1,236.1,230,83680,-0.0137,2016-03-09
2016-03-10,226.35,231.95,234.45,225,62040,-0.0203,2016-03-10
2016-03-11,225.3,227.25,230,225,48690,-0.0046,2016-03-11
2016-03-14,225.1,225,229,225,73020,-0.0009,2016-03-14
2016-03-15,224.85,225.05,227.4,222,190190,-0.0011,2016-03-15
2016-03-16,225.05,224.1,226.5,224.1,28570,0.0009,2016-03-16
2016-03-17,228.3,226,240,225.25,847370,0.0144,2016-03-17
2016-03-18,232.8,228.5,233.95,228.5,78190,0.0197,2016-03-18
2016-03-21,229.5,234.2,235.25,228,30600,-0.0142,2016-03-21
2016-03-22,228.45,229.75,233.3,227.1,44720,-0.0046,2016-03-22
2016-03-23,226.15,226.1,229.9,225.95,30970,-0.0101,2016-03-23
2016-03-28,225,227,228.9,224,52140,-0.0051,2016-03-28
2016-03-29,224.55,225,228,220.5,181480,-0.002,2016-03-29
2016-03-30,225,225,226.6,224.05,77500,0.002,2016-03-30
2016-03-31,225.45,225.1,230.5,222.6,133090,0.002,2016-03-31
2016-04-01,228.6,223.25,231.15,223.25,52190,0.014,2016-04-01
2016-04-04,227.1,226.25,232,226.25,46760,-0.0066,2016-04-04
2016-04-05,226.55,224,228.5,224,25810,-0.0024,2016-04-05
2016-04-06,229.9,224.05,233.9,224.05,63720,0.0148,2016-04-06
2016-04-07,227.95,229.95,230.55,226.7,19450,-0.0085,2016-04-07
2016-04-08,234.65,228,236,226.4,84220,0.0294,2016-04-08
2016-04-11,233.8,235,236.3,231.05,24360,-0.0036,2016-04-11
2016-04-12,231.15,232.4,235,230.05,52240,-0.0113,2016-04-12
2016-04-13,233.85,233,235.9,231.7,37360,0.0117,2016-04-13
2016-04-18,232.55,235,235.9,231.75,27690,-0.0056,2016-04-18
2016-04-20,246.3,230.4,250.5,230.4,288250,0.0591,2016-04-20
2016-04-21,245.05,245.15,249.55,243.2,56970,-0.0051,2016-04-21
2016-04-22,241.9,246.3,246.3,240,32500,-0.0129,2016-04-22
2016-04-25,239.95,240.05,244.8,238.1,39960,-0.0081,2016-04-25
2016-04-26,235.3,240.05,241.5,235,33500,-0.0194,2016-04-26
2016-04-27,270.8,236,275,234.1,1270000,0.1509,2016-04-27
2016-04-28,261.95,272.5,273.5,255.3,359970,-0.0327,2016-04-28
2016-04-29,259.2,260.55,268.7,256.45,123560,-0.0105,2016-04-29
2016-05-02,261.65,257.25,266.9,257.25,111600,0.0095,2016-05-02
2016-05-03,261.7,265.3,267.4,260,148800,0.0002,2016-05-03
2016-05-04,254.2,261,261.05,253.1,47200,-0.0287,2016-05-04
2016-05-05,266.55,255.05,270.95,246.1,218960,0.0486,2016-05-05
2016-05-06,260.6,264,266.5,260,56690,-0.0223,2016-05-06
2016-05-09,260.5,255,265,255,33690,-0.0004,2016-05-09
2016-05-10,264.95,261.65,271.65,257,127510,0.0171,2016-05-10
2016-05-11,262.05,262,266.25,259.25,43580,-0.0109,2016-05-11
2016-05-12,264.45,262.1,267.5,262.1,43160,0.0092,2016-05-12
2016-05-13,266.8,264.7,271.8,260.6,162680,0.0089,2016-05-13
2016-05-16,265.8,268,269,262.2,45030,-0.0037,2016-05-16
2016-05-17,265.45,267.5,269.9,265,50660,-0.0013,2016-05-17
2016-05-18,264.65,263.35,268,260,35590,-0.003,2016-05-18
2016-05-19,265.35,267,274,264.6,154610,0.0026,2016-05-19
2016-05-20,262.45,264.7,276.75,258.2,760330,-0.0109,2016-05-20
2016-05-23,261.15,268,269.9,258.1,62840,-0.005,2016-05-23
2016-05-24,253.65,264.6,264.6,250.2,49800,-0.0287,2016-05-24
2016-05-25,255.55,255.9,260.7,254.05,59880,0.0075,2016-05-25
2016-05-26,258.55,257,259.9,255.1,28330,0.0117,2016-05-26
2016-05-27,254.45,258,261,254.25,29450,-0.0159,2016-05-27
2016-05-30,255.75,254,259.55,250.3,51500,0.0051,2016-05-30
2016-05-31,267.9,257.9,271.5,257,415800,0.0475,2016-05-31
2016-06-01,264.95,265.5,269.8,263,31910,-0.011,2016-06-01
2016-06-02,261.5,261.45,265,260.1,29580,-0.013,2016-06-02
2016-06-03,256.45,261.6,264.85,255.2,49990,-0.0193,2016-06-03
2016-06-06,261.15,260,274.9,259.5,118130,0.0183,2016-06-06
2016-06-07,258.55,262.05,263.15,258,29380,-0.01,2016-06-07
2016-06-08,256.5,258.7,260.5,255,59760,-0.0079,2016-06-08
2016-06-09,256.85,258,262.5,256.2,45090,0.0014,2016-06-09
2016-06-10,255.55,259.05,260,254.5,57370,-0.0051,2016-06-10
2016-06-13,253.45,258,263.75,251,230710,-0.0082,2016-06-13
2016-06-14,253.05,255.7,261,252.25,91640,-0.0016,2016-06-14
2016-06-15,253,254.15,256.6,252.1,42600,-0.0002,2016-06-15
2016-06-16,252.8,254,255.85,252,43700,-0.0008,2016-06-16
2016-06-17,253.65,254.9,255.95,252.1,44700,0.0034,2016-06-17
2016-06-20,256.05,252,259.7,250.7,98390,0.0095,2016-06-20
2016-06-21,252.1,256.95,256.95,251.3,500990,-0.0154,2016-06-21
2016-06-22,254.2,252.5,262.3,252.5,472380,0.0083,2016-06-22
2016-06-23,250.7,255,256.7,245.5,119820,-0.0138,2016-06-23
2016-06-24,243.65,247.85,263,235.3,132170,-0.0281,2016-06-24
2016-06-27,248.4,243.65,252.05,243.65,58330,0.0195,2016-06-27
2016-06-28,250.05,249,253.3,248,76640,0.0066,2016-06-28
2016-06-29,252.3,252.35,256.85,251.55,83310,0.009,2016-06-29
2016-06-30,255.5,254.6,257,254.5,82430,0.0127,2016-06-30
2016-07-01,259.8,257.85,265.2,250.3,203130,0.0168,2016-07-01
2016-07-04,259.6,261.45,263.5,256.8,71940,-0.0008,2016-07-04
2016-07-05,257.45,260.1,261,256.6,44680,-0.0083,2016-07-05
2016-07-07,252.9,258,260,252.1,123040,-0.0177,2016-07-07
2016-07-08,251.65,253,255.9,251,45530,-0.0049,2016-07-08
2016-07-11,251.15,253.75,254.7,250.5,65110,-0.002,2016-07-11
2016-07-12,250.25,251.5,253.9,249.25,41930,-0.0036,2016-07-12
2016-07-13,247.65,250.65,252.5,245.65,48530,-0.0104,2016-07-13
2016-07-14,245.15,247.55,249.5,244.5,58800,-0.0101,2016-07-14
2016-07-15,241.75,246.7,247,241.25,108520,-0.0139,2016-07-15
2016-07-18,236.85,243.9,243.9,235.75,54620,-0.0203,2016-07-18
2016-07-19,231.2,230,236,230,184800,-0.0239,2016-07-19
2016-07-20,232,232.2,234.5,231,93280,0.0035,2016-07-20
2016-07-21,244,233,246.5,232,1070000,0.0517,2016-07-21
2016-07-22,251.3,246,255,245.95,261780,0.0299,2016-07-22
2016-07-25,252.7,251.6,258.1,247.3,130820,0.0056,2016-07-25
2016-07-26,245.2,253.95,253.95,244.7,104010,-0.0297,2016-07-26
2016-07-27,245.4,246,250.5,244,71710,0.0008,2016-07-27
2016-07-28,246.3,246,255.4,242,132540,0.0037,2016-07-28
2016-07-29,244.9,246.9,248.8,243,39620,-0.0057,2016-07-29
2016-08-01,242.45,244.5,248,242,37880,-0.01,2016-08-01
2016-08-02,241.3,242,247.55,240.1,52860,-0.0047,2016-08-02
2016-08-03,237.25,241.3,244.85,235.6,69150,-0.0168,2016-08-03
2016-08-04,237.1,237.25,240.6,236.6,25000,-0.0006,2016-08-04
2016-08-05,238.65,236.1,241.8,236.1,61280,0.0065,2016-08-05
2016-08-08,243.65,240,245.9,239,59440,0.021,2016-08-08
2016-08-09,241.15,243.8,245.8,240.1,28710,-0.0103,2016-08-09
2016-08-10,237.35,241.5,243.9,236.2,26650,-0.0158,2016-08-10
2016-08-11,238.95,238,243,235.7,53010,0.0067,2016-08-11
2016-08-12,236.5,245,245,235.1,154650,-0.0103,2016-08-12
2016-08-16,235.35,235,238.95,235,24610,-0.0049,2016-08-16
2016-08-17,238.05,235,239.6,235,63170,0.0115,2016-08-17
2016-08-18,241,241.1,242,237.55,53770,0.0124,2016-08-18
2016-08-19,240.75,241,245.45,240,63850,-0.001,2016-08-19
2016-08-22,237.05,239.55,242.1,235.85,93150,-0.0154,2016-08-22
2016-08-23,246.75,237.9,248.7,234.3,159570,0.0409,2016-08-23
2016-08-24,252.4,243.5,257.8,243.5,284060,0.0229,2016-08-24
2016-08-25,253.9,252.75,260.8,251.2,129930,0.0059,2016-08-25
2016-08-26,250.15,254.5,254.95,248.1,61440,-0.0148,2016-08-26
2016-08-29,243.7,250,251,241.85,34140,-0.0258,2016-08-29
2016-08-30,244.5,242.6,247.05,242.6,47070,0.0033,2016-08-30
2016-08-31,246.1,242,247.9,241,59670,0.0065,2016-08-31
2016-09-01,245.2,244.4,254,243.8,56830,-0.0037,2016-09-01
2016-09-02,243.05,246,247.2,242.1,27710,-0.0088,2016-09-02
2016-09-06,240.65,243.2,245,240.1,50400,-0.0099,2016-09-06
2016-09-07,238.35,242.4,243,237.5,61720,-0.0096,2016-09-07
2016-09-08,240.4,237,242.8,237,74050,0.0086,2016-09-08
2016-09-09,238.3,240.05,241.8,238.15,33100,-0.0087,2016-09-09
2016-09-12,235,235.95,237.9,234.4,39720,-0.0138,2016-09-12
2016-09-14,238.55,235.15,240.55,235.1,62460,0.0151,2016-09-14
2016-09-15,238.45,236.6,241,236.6,43590,-0.0004,2016-09-15
2016-09-16,235.95,238.45,239.95,235,66160,-0.0105,2016-09-16
2016-09-19,234.2,237,237,234,39700,-0.0074,2016-09-19
2016-09-20,232.7,234,236.9,231.5,50830,-0.0064,2016-09-20
2016-09-21,231.55,233.8,234.9,231.5,57620,-0.0049,2016-09-21
2016-09-22,231.5,232.5,234.5,230.5,45100,-0.0002,2016-09-22
2016-09-23,228.95,233.5,233.5,228.2,65240,-0.011,2016-09-23
2016-09-26,225.35,229.5,230,224.9,146790,-0.0157,2016-09-26
2016-09-27,224.8,226.95,228,224,53710,-0.0024,2016-09-27
2016-09-28,225,226.7,228,224.1,181330,0.0009,2016-09-28
2016-09-29,222.3,226.05,227.15,219,407820,-0.012,2016-09-29
2016-09-30,225.1,222,226,215.6,176190,0.0126,2016-09-30
2016-10-03,228.45,226.2,230,226,56660,0.0149,2016-10-03
2016-10-04,226.7,229.3,229.5,225.75,22560,-0.0077,2016-10-04
2016-10-05,232.15,227.8,234.6,225,108330,0.024,2016-10-05
2016-10-06,229.15,233,234.7,228.1,48730,-0.0129,2016-10-06
2016-10-07,225.75,229.5,230,225,73810,-0.0148,2016-10-07
2016-10-10,225.1,226.05,227.5,221.5,22970,-0.0029,2016-10-10
2016-10-13,225.5,227.3,227.3,224.2,27700,0.0018,2016-10-13
2016-10-14,227.35,224.55,232.65,224.55,57600,0.0082,2016-10-14
2016-10-17,225.7,225.5,231.4,225.2,50890,-0.0073,2016-10-17
2016-10-18,226.75,225.95,228.3,225.5,152190,0.0047,2016-10-18
2016-10-19,228.85,227.3,231.2,227,103900,0.0093,2016-10-19
2016-10-20,227.45,229.1,231.75,227,580270,-0.0061,2016-10-20
2016-10-21,227.55,227.25,230.5,226.55,620930,0.0004,2016-10-21
2016-10-24,224.8,227.15,228.3,224.4,69760,-0.0121,2016-10-24
2016-10-25,224.3,224,225.9,223.4,260780,-0.0022,2016-10-25
2016-10-26,223,223,224.9,222.5,145690,-0.0058,2016-10-26
2016-10-27,221.9,222.5,223.85,220.7,79920,-0.0049,2016-10-27
2016-10-28,222.05,221.2,225.4,220,44010,0.0007,2016-10-28
2016-10-30,223.75,227,227,222,13880,0.0077,2016-10-30
2016-11-01,224.25,225.5,225.5,221.5,72290,0.0022,2016-11-01
2016-11-02,221.7,223.75,229.25,221.05,73220,-0.0114,2016-11-02
2016-11-03,221.95,220.1,223.5,220.1,47840,0.0011,2016-11-03
2016-11-04,218.1,222,222.95,215,93290,-0.0173,2016-11-04
2016-11-07,218.05,220.15,222.1,218,36730,-0.0002,2016-11-07
2016-11-08,223.8,218.45,225,217.65,79490,0.0264,2016-11-08
2016-11-09,214.85,206.1,218.5,205,82770,-0.04,2016-11-09
2016-11-10,220.8,222,223.15,216.55,51300,0.0277,2016-11-10
2016-11-11,217.95,220.8,220.8,216.4,38880,-0.0129,2016-11-11
2016-11-15,209.55,221.4,222,208.8,94700,-0.0385,2016-11-15
2016-11-16,211.25,217,217.45,205,122020,0.0081,2016-11-16
2016-11-17,208.7,215.7,215.7,206.75,37630,-0.0121,2016-11-17
2016-11-18,207.85,208.85,210.05,205.3,53670,-0.0041,2016-11-18
2016-11-21,200.75,209,209,200.1,66770,-0.0342,2016-11-21
2016-11-22,200.3,201.15,205.3,198.4,52150,-0.0022,2016-11-22
2016-11-23,200.65,202,202,200,42150,0.0017,2016-11-23
2016-11-24,200.25,201,202.5,199.8,115440,-0.002,2016-11-24
2016-11-25,201.5,200,202.7,199.8,22420,0.0062,2016-11-25
2016-11-28,205.5,201.9,207.45,200.1,30420,0.0199,2016-11-28
2016-11-29,204.9,208,208,204.1,43820,-0.0029,2016-11-29
2016-11-30,209.85,206.15,210,205.15,67100,0.0242,2016-11-30
2016-12-01,206.45,208.35,212.05,205,21820,-0.0162,2016-12-01
2016-12-02,205.5,204.75,208.85,204.5,14690,-0.0046,2016-12-02
2016-12-05,203,207.3,211.5,200.1,58420,-0.0122,2016-12-05
2016-12-06,203.75,205.25,206.25,202.1,62530,0.0037,2016-12-06
2016-12-07,204,204,206.8,203.1,19800,0.0012,2016-12-07
2016-12-08,204.45,205.6,206.5,204,14540,0.0022,2016-12-08
2016-12-09,204.65,205,206.6,204.1,19180,0.001,2016-12-09
2016-12-12,200.1,205,207.8,199.5,78660,-0.0222,2016-12-12
2016-12-13,200.05,201.85,203.05,199.75,47900,-0.0002,2016-12-13
2016-12-14,199.8,200.75,203,198.9,42780,-0.0012,2016-12-14
2016-12-15,197.35,199.85,202.5,196.65,97190,-0.0123,2016-12-15
2016-12-16,199.85,197.6,204.5,197.3,445740,0.0127,2016-12-16
2016-12-19,197.1,195,199,195,25390,-0.0138,2016-12-19
2016-12-20,196.15,198,199.7,196,37150,-0.0048,2016-12-20
2016-12-21,196,197.6,209.65,195.1,691910,-0.0008,2016-12-21
2016-12-22,196.15,196.3,199.95,195.15,74430,0.0008,2016-12-22
2016-12-23,197.3,197.3,199.45,195,81180,0.0059,2016-12-23
2016-12-26,193.85,195.15,197.7,192.35,67530,-0.0175,2016-12-26
2016-12-27,192.3,194,194,190.2,50210,-0.008,2016-12-27
2016-12-28,195.6,190.5,197.9,190.5,41600,0.0172,2016-12-28
